feature_id,gene_symbol,gene_title,gene_symbol_raw,multiple_gene_symbols,has_gene_symbol,interpretable_probe,logFC_T1R_R1_vs_Borderline_non_reaction,average_expression,moderated_t,raw_p_value,adjusted_p_value,log_odds,regulation,abs_logFC
A_23_P410717,C1orf51,C1orf51,C1orf51,FALSE,TRUE,TRUE,-1.0745357946999994,1.1135274318409092,-4.378229180678015,6.987685650957405e-5,0.00128679751628743,1.5251054603871417,Down_in_T1R_R1,1.0745357946999994
A_23_P24948,KCNE3,KCNE3,KCNE3,FALSE,TRUE,TRUE,1.0402230773428562,1.9678083498636365,4.352262574471741,7.596040301964794e-5,0.00136522030461163,1.4469447686809929,Up_in_T1R_R1,1.0402230773428562
A_24_P250227,NR1D1,NR1D1,NR1D1,FALSE,TRUE,TRUE,-1.3857581629047608,0.7653067375,-4.3461398267418865,7.746854807380705e-5,0.00138291827034458,1.4285410762757105,Down_in_T1R_R1,1.3857581629047608
A_23_P28834,PHACTR3,PHACTR3,PHACTR3,FALSE,TRUE,TRUE,-1.1786741787619035,-1.9264696859090908,-4.345497168976026,7.762853178870874e-5,0.00138460476614864,1.426609963099252,Down_in_T1R_R1,1.1786741787619035
A_33_P3330608,PRAM1,PRAM1,PRAM1,FALSE,TRUE,TRUE,1.1351125083333329,2.978570453409091,4.301267716987809,8.944950182422762e-5,0.00150167170020403,1.2939737035769694,Up_in_T1R_R1,1.1351125083333329
A_23_P169494,ORM1,ORM1,ORM1,FALSE,TRUE,TRUE,1.416821963257142,-0.3447125720909091,4.299519971586988,8.995100975818157e-5,0.00150889249384835,1.288743496185269,Up_in_T1R_R1,1.416821963257142
A_24_P63522,HMGCS1,HMGCS1,HMGCS1,FALSE,TRUE,TRUE,-1.2316659136095232,-0.7112830333181819,-4.290606504034578,9.255166320874434e-5,0.00153295064063999,1.262082669205319,Down_in_T1R_R1,1.2316659136095232
A_33_P3410806,CLDN10,CLDN10,CLDN10,FALSE,TRUE,TRUE,-1.5280032503809513,2.151636522272727,-4.280786952903135,9.550160224033988e-5,0.00156581682261897,1.2327372078635,Down_in_T1R_R1,1.5280032503809513
A_33_P3248265,LTB,LTB,LTB,FALSE,TRUE,TRUE,1.2544305923333323,1.4477925143181818,4.280572693233667,9.556698056294826e-5,0.00156581682261897,1.2320971982344495,Up_in_T1R_R1,1.2544305923333323
A_33_P3417086,NIPAL1,NIPAL1,NIPAL1,FALSE,TRUE,TRUE,-1.0137493546190466,2.1245469525,-4.267931276551729,9.950256054094852e-5,0.00160909420014804,1.1943590986529309,Down_in_T1R_R1,1.0137493546190466
A_23_P36531,TSPAN8,TSPAN8,TSPAN8,FALSE,TRUE,TRUE,-1.1551269613333326,0.34455860954545453,-4.25824937877453,1.0262319735853152e-4,0.00164440098442703,1.1654863860397926,Down_in_T1R_R1,1.1551269613333326
A_33_P3373273,SLC15A1,SLC15A1,SLC15A1,FALSE,TRUE,TRUE,-1.0472004672857134,2.268195929318182,-4.258020633663321,1.0269806749816697e-4,0.00164440098442703,1.1648045580782815,Down_in_T1R_R1,1.0472004672857134
