feature_id,gene_symbol,gene_title,gene_symbol_raw,multiple_gene_symbols,has_gene_symbol,interpretable_probe,logFC_T1R_R1_vs_Borderline_non_reaction,average_expression,moderated_t,raw_p_value,adjusted_p_value,log_odds,regulation,abs_logFC
A_33_P3775741,RPL32P3,RPL32P3,RPL32P3,FALSE,TRUE,TRUE,-0.1885421731809523,0.210997559,-3.1842497842602753,0.00262570271528507,0.01594737143398427,-1.832724285683022,Down_in_T1R_R1,0.1885421731809523
A_33_P3277447,SLC26A2,SLC26A2,SLC26A2,FALSE,TRUE,TRUE,-0.5154204517857138,-0.3936873289772727,-3.1841220515160895,0.00262664727739937,0.01594852538210662,-1.8330517418214916,Down_in_T1R_R1,0.5154204517857138
A_33_P3396891,AVPI1,AVPI1,AVPI1,FALSE,TRUE,TRUE,-0.3592087969428568,0.12620569068181817,-3.183455573836909,0.00263158097491345,0.01597389301716564,-1.8347601941459128,Down_in_T1R_R1,0.3592087969428568
A_23_P64058,RASGRP2,RASGRP2,RASGRP2,FALSE,TRUE,TRUE,0.6941172614999997,0.7474401957954545,3.183246066777423,0.00263313368823326,0.01597872915144942,-1.8352971997347716,Up_in_T1R_R1,0.6941172614999997
A_32_P224149,FKBP15,FKBP15,FKBP15,FALSE,TRUE,TRUE,0.4142732172142855,1.0192180289772728,3.1825555096002436,0.00263825772128759,0.01599460642971206,-1.8370670708638324,Up_in_T1R_R1,0.4142732172142855
A_23_P321261,ME2,ME2,ME2,FALSE,TRUE,TRUE,0.3155095200999998,-0.6506553573409091,3.1825429678331405,0.00263835086999317,0.01599460642971206,-1.8370992127183703,Up_in_T1R_R1,0.3155095200999998
A_23_P75622,ATP5L,ATP5L,ATP5L,FALSE,TRUE,TRUE,0.18095751594285697,-0.14128455286363636,3.182507867078964,0.00263861158260557,0.01599460642971206,-1.8371891679917305,Up_in_T1R_R1,0.18095751594285697
A_33_P3423270,TMEM40,TMEM40,TMEM40,FALSE,TRUE,TRUE,-0.5070289790476187,1.9653430409090908,-3.1824855855793595,0.00263877709218423,0.01599460642971206,-1.8372462701027168,Down_in_T1R_R1,0.5070289790476187
A_32_P75094,AIFM2,AIFM2,AIFM2,FALSE,TRUE,TRUE,0.295895661438095,-0.3773032048181818,3.1818508100938203,0.0026434963985559,0.01601861808482732,-1.8388729422663008,Up_in_T1R_R1,0.295895661438095
A_24_P228149,KRT13,KRT13,KRT13,FALSE,TRUE,TRUE,-0.8212386009523803,-2.7194928045454545,-3.1811950650127865,0.00264837997402203,0.01604361110086838,-1.8405531392373913,Down_in_T1R_R1,0.8212386009523803
A_23_P91891,COPB2,COPB2,COPB2,FALSE,TRUE,TRUE,0.12355009642857134,-0.8150596256818182,3.181063757486131,0.0026493588927556,0.01604494256655659,-1.8408895589122771,Up_in_T1R_R1,0.12355009642857134
A_23_P91140,PECR,PECR,PECR,FALSE,TRUE,TRUE,-0.7152580301666661,-0.772789270340909,-3.1808692347632315,0.00265080971894495,0.01604675686043913,-1.841387924768104,Down_in_T1R_R1,0.7152580301666661
A_23_P16214,FBXW9,FBXW9,FBXW9,FALSE,TRUE,TRUE,-0.29503846309523785,-1.5013220329545454,-3.180820020104598,0.00265117689991736,0.01604675686043913,-1.8415140093764828,Down_in_T1R_R1,0.29503846309523785
A_23_P210538,ELMO2,ELMO2,ELMO2,FALSE,TRUE,TRUE,0.3338824102380948,-0.5432964233181818,3.18008437513265,0.00265667113078049,0.01607540825083782,-1.843398537205056,Up_in_T1R_R1,0.3338824102380948
A_33_P3326904,LOC441268,LOC441268,LOC441268,FALSE,TRUE,TRUE,0.39959345823809506,1.878308243409091,3.179255704282396,0.00266287300917963,0.01610371499914754,-1.8455210480938031,Up_in_T1R_R1,0.39959345823809506
A_23_P114670,ARHGEF16,ARHGEF16,ARHGEF16,FALSE,TRUE,TRUE,-0.5679551145714281,-1.567450855,-3.179055100531393,0.00266437640702052,0.01610819786578544,-1.846034811533099,Down_in_T1R_R1,0.5679551145714281
A_23_P89056,NUP93,NUP93,NUP93,FALSE,TRUE,TRUE,0.1991713204761904,-1.2364270104545454,3.178372247361568,0.00266949996729689,0.01613140246106496,-1.8477835060085948,Up_in_T1R_R1,0.1991713204761904
A_23_P115105,C1orf144,C1orf144,C1orf144,FALSE,TRUE,TRUE,0.1932585100904761,-0.3242211856136364,3.178340041702592,0.00266974184123935,0.01613140246106496,-1.847865974568177,Up_in_T1R_R1,0.1932585100904761
A_24_P925314,GM2A,GM2A,GM2A,FALSE,TRUE,TRUE,0.7089527447619043,3.2162942,3.17798891389772,0.00267238025689147,0.01613812260275948,-1.8487650686647488,Up_in_T1R_R1,0.7089527447619043
